catchment,site,id,type,rank,date,total_capacity,production,liquid_capacity,cake_capacity
BRADFORD ESHOLT/NO 2 STW,HEALAUGH REETH/STW,257,STW,1,06/07/2020,0.006,0.003792,0,0
YORK NABURN/STW,HEALAUGH TADCASTER/STW,258,STW,1,06/07/2020,0.014,0.008848,0,0
BRADFORD ESHOLT/NO 2 STW,HEBDEN/STW,259,STW,1,06/07/2020,0.032,0.020224,0,0
HULL/STW,HEDON/STW,260,STW,1,06/07/2020,0.784,0.495488,0,0
YORK NABURN/STW,HELMSLEY/STW,261,STW,1,06/07/2020,0.256,0.161792,0,0
YORK NABURN/STW,HELPERBY/STW,262,STW,1,06/07/2020,0.096,0.060672,0,0
KNOSTROP/STW,HEMINGBROUGH/NO 2 STW,263,STW,1,06/07/2020,0.288,0.182016,0,0
BRADFORD ESHOLT/NO 2 STW,HETTON/STW,264,STW,1,06/07/2020,0.052,0.032864,0,0
BLACKBURN MEADOWS/STW,HIGH BRADFIELD/STW,265,STW,1,06/07/2020,0.006,0.003792,0,0
LUNDWOOD/STW,HIGH HOYLAND/STW,266,STW,1,06/07/2020,0.008,0.005056,0,0
KNOSTROP/STW,HIGH MELTON/STW,267,STW,1,06/07/2020,0.014,0.008848,0,0
HUDDERSFIELD/NO 2 STF,HIGH ROYD/NO 2 STW,268,STW,1,06/07/2020,1.478,0.934096,0,0
YORK NABURN/STW,HILL VIEW/STW,269,STW,1,06/07/2020,0.02,0.01264,0,0
KNOSTROP/STW,HILLAM/STW,270,STW,1,06/07/2020,0.268,0.169376,0,0
YORK NABURN/STW,HINDERWELL/STW,271,STW,1,06/07/2020,0.298,0.188336,0,0
BRADFORD ESHOLT/NO 2 STW,HOLLINGWELL HILL/STW,272,STW,1,06/07/2020,0.006,0.003792,0,0
HULL/STW,HOLLYM/STW,273,STW,1,06/07/2020,0.012,0.007584,0,0
LUNDWOOD/STW,HOLME HOUSE/STW,274,STW,1,06/07/2020,0.02,0.01264,0,0
YORK NABURN/STW,HOLME ON SPALDING MR/STW,275,STW,1,06/07/2020,0.424,0.267968,0,0
HULL/STW,HOLME ON THE WOLDS/STW,276,STW,1,06/07/2020,0.004,0.002528,0,0
OLD WHITTINGTON/STW,HOLMESFIELD/STW,277,STW,1,06/07/2020,0.064,0.040448,0,0
HULL/STW,HOLMPTON/STW,278,STW,1,06/07/2020,0.01,0.00632,0,0
YORK NABURN/STW,HOLTBY/STW,279,STW,1,06/07/2020,0.02,0.01264,0,0
LUNDWOOD/STW,HOOD GREEN/STW,280,STW,1,06/07/2020,0.03,0.01896,0,0
SANDALL/STW,HOOK/STW,281,STW,1,06/07/2020,0.128,0.080896,0,0
KNOSTROP/STW,HOOTON PAGNELL/STW,282,STW,1,06/07/2020,0.028,0.017696,0,0
ALDWARKE/STW,HOOTON ROBERTS/STW,283,STW,1,06/07/2020,0.018,0.011376,0,0
DEWSBURY/STW,HORBURY/STW,284,STW,1,06/07/2020,2.204,1.392928,0,0
BRADFORD ESHOLT/NO 2 STW,HORNBY/STW,285,STW,1,06/07/2020,0.006,0.003792,0,0
HULL/STW,HORNSEA/STW,286,STF/T,2,06/07/2020,1.4,0.7,1,0
CALDER VALE/STW,HORSE + GROOM/STW,287,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,HORSEHOUSE/STW,288,STW,1,06/07/2020,0.006,0.003792,0,0
YORK NABURN/STW,HOVINGHAM/STW,289,STW,1,06/07/2020,0.056,0.035392,0,0
HULL/STW,HOWDEN/STW,290,STW,1,06/07/2020,0.756,0.477792,0,0
BRADFORD ESHOLT/NO 2 STW,HOWE/STW,291,STW,1,06/07/2020,0.002,0.001264,0,0
YORK NABURN/STW,HOWSHAM/STW,292,STW,1,06/07/2020,0.004,0.002528,0,0
LUNDWOOD/STW,HOYLANDSWAINE/STW,293,STW,1,06/07/2020,0.138,0.087216,0,0
BRADFORD ESHOLT/NO 2 STW,HUDSWELL/STW,294,STW,1,06/07/2020,0.038,0.024016,0,0
HULL/STW,HUGGATE/STW,295,STW,1,06/07/2020,0.03,0.01896,0,0
HULL/STW,HULL/STW,296,STC,4,06/07/2020,64.8,33.736,12.4,19.8
HULL/STW,HUMBLETON/STW,297,STW,1,06/07/2020,0.01,0.00632,0,0
OLD WHITTINGTON/STW,HUNDALL/STW,298,STW,1,06/07/2020,0.004,0.002528,0,0
HULL/STW,HUNMANBY/STW,299,STW,1,06/07/2020,0.386,0.243952,0,0
YORK NABURN/STW,HUNSINGORE/STW,300,STW,1,06/07/2020,0.032,0.020224,0,0
BRADFORD ESHOLT/NO 2 STW,HUNTON/STW,301,STW,1,06/07/2020,0.054,0.034128,0,0
YORK NABURN/STW,HUSTHWAITE/STW,302,STW,1,06/07/2020,0.05,0.0316,0,0
YORK NABURN/STW,HUTTON LE HOLE/STW,303,STW,1,06/07/2020,0.022,0.013904,0,0
YORK NABURN/STW,HUTTONS AMBO/STW,304,STW,1,06/07/2020,0.02,0.01264,0,0
BRADFORD ESHOLT/NO 2 STW,ILKLEY/STW,305,STW,1,06/07/2020,2.142,1.353744,0,0
LUNDWOOD/STW,INGBIRCHWORTH/BIO STW,306,STW,1,06/07/2020,0.002,0.001264,0,0
DEWSBURY/STW,INGBIRCHWORTH/NO 2 STW,307,STW,1,06/07/2020,1.674,1.057968,0,0
BRADFORD ESHOLT/NO 2 STW,INGLEBY ARNCLIFFE/STW,308,STW,1,06/07/2020,0.034,0.021488,0,0
BRADFORD ESHOLT/NO 2 STW,KEARBY/STW,309,STW,1,06/07/2020,0.132,0.083424,0,0
BRADFORD ESHOLT/NO 2 STW,KEIGHLEY MARLEY/STW,310,STW,1,06/07/2020,15.174,9.589968,0,0
BRADFORD ESHOLT/NO 2 STW,KELD/STW,311,STW,1,06/07/2020,0.006,0.003792,0,0
YORK NABURN/STW,KELDSYKE/STW,312,STW,1,06/07/2020,0.02,0.01264,0,0
YORK NABURN/STW,KELFIELD/STW,313,STW,1,06/07/2020,0.238,0.150416,0,0
BRADFORD ESHOLT/NO 2 STW,KETTLEWELL/STW,314,STW,1,06/07/2020,0.058,0.036656,0,0
YORK NABURN/STW,KEXBY/STW,315,STW,1,06/07/2020,0.008,0.005056,0,0
HULL/STW,KEYINGHAM/STW,316,STW,1,06/07/2020,0.322,0.203504,0,0
BRADFORD ESHOLT/NO 2 STW,KILBURN/STW,317,STW,1,06/07/2020,0.028,0.017696,0,0
HULL/STW,KILHAM/STW,318,STW,1,06/07/2020,0.138,0.087216,0,0
BRADFORD ESHOLT/NO 2 STW,KILLINGHALL/STW,319,STW,1,06/07/2020,0.474,0.299568,0,0
CALDER VALE/STW,KINGS ARMS/STW,320,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,KIRBY KNOWLE/STW,321,STW,1,06/07/2020,0.002,0.001264,0,0
YORK NABURN/STW,KIRBY MISPERTON/STW,322,STW,1,06/07/2020,0.026,0.016432,0,0
BRADFORD ESHOLT/NO 2 STW,KIRBY SIGSTON/STW,323,STW,1,06/07/2020,0.02,0.01264,0,0
BRADFORD ESHOLT/NO 2 STW,KIRK HAMMERTON/STW,324,STW,1,06/07/2020,0.254,0.160528,0,0
KNOSTROP/STW,KIRK SMEATON/STW,325,STW,1,06/07/2020,0.104,0.065728,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKBY FLEETHAM/STW,326,STW,1,06/07/2020,0.056,0.035392,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKBY MALHAM/STW,327,STW,1,06/07/2020,0.012,0.007584,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKBY MALZEARD/STW,328,STW,1,06/07/2020,0.274,0.173168,0,0
YORK NABURN/STW,KIRKBYMOORSIDE/STW,329,STW,1,06/07/2020,0.404,0.255328,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKLINGTON/STW,330,STW,1,06/07/2020,0.03,0.01896,0,0
LUNDWOOD/STW,KNABBS LANE/STW,331,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,KNARESBOROUGH/STW,332,STW,1,06/07/2020,2.248,1.420736,0,0
KNOSTROP/STW,KNOSTROP/STW,333,STC,4,06/07/2020,115,54.334,21.7,44
BRADFORD ESHOLT/NO 2 STW,LANE HEAD/STW,334,STW,1,06/07/2020,0.004,0.002528,0,0
LUNDWOOD/STW,LANGSETT/STW,335,STW,1,06/07/2020,0.008,0.005056,0,0
BRADFORD ESHOLT/NO 2 STW,LANGTHORNE/NO 2 STW,336,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,LANGTHWAITE/STW,337,STW,1,06/07/2020,0.014,0.008848,0,0
HULL/STW,LANGTOFT/STW,338,STW,1,06/07/2020,0.068,0.042976,0,0
YORK NABURN/STW,LASTINGHAM/STW,339,STW,1,06/07/2020,0.022,0.013904,0,0
KNOSTROP/STW,LEA BROOK/STW,340,STW,1,06/07/2020,0.01,0.00632,0,0
YORK NABURN/STW,LEALHOLM/STW,341,STW,1,06/07/2020,0.02,0.01264,0,0
YORK NABURN/STW,LEAVENING/STW,342,STW,1,06/07/2020,0.044,0.027808,0,0
HULL/STW,LECONFIELD/STW,343,STW,1,06/07/2020,0.264,0.166848,0,0
HUDDERSFIELD/NO 2 STF,LEE LANE/STW,344,STW,1,06/07/2020,0.012,0.007584,0,0
BRADFORD ESHOLT/NO 2 STW,LEEMING BAR/STW,345,STW,1,06/07/2020,1.398,0.883536,0,0
BRADFORD ESHOLT/NO 2 STW,LEIGHTON COTTAGES/STW,346,STW,1,06/07/2020,0.02,0.01264,0,0
HULL/STW,LELLEY/STW,347,STW,1,06/07/2020,0.006,0.003792,0,0
KNOSTROP/STW,LEMONROYD/STW,348,STF/T,2,06/07/2020,4.758,2.379,1,0
HULL/STW,LEVEN/STW,349,STW,1,06/07/2020,0.33,0.20856,0,0
BRADFORD ESHOLT/NO 2 STW,LEYBURN/STW,350,STW,1,06/07/2020,0.5,0.316,0,0
SANDALL/STW,LINDHOLME/STW,351,STW,1,06/07/2020,0.384,0.242688,0,0
BRADFORD ESHOLT/NO 2 STW,LINDLEY LODGE/STW,352,STW,1,06/07/2020,0.02,0.01264,0,0
YORK NABURN/STW,LINTON ON OUSE/STW,353,STW,1,06/07/2020,0.314,0.198448,0,0
YORK NABURN/STW,LITTLE BARUGH/STW,354,STW,1,06/07/2020,0.006,0.003792,0,0
HUDDERSFIELD/NO 2 STF,LITTLE LEPTON/STW,355,STW,1,06/07/2020,0.004,0.002528,0,0
HUDDERSFIELD/NO 2 STF,LIVERSEDGE CEMETERY/2 STW,356,STW,1,06/07/2020,0.02,0.01264,0,0
HULL/STW,LOCKINGTON/STW,357,STW,1,06/07/2020,0.136,0.085952,0,0
YORK NABURN/STW,LOCKTON/STW,358,STW,1,06/07/2020,0.004,0.002528,0,0
BRADFORD ESHOLT/NO 2 STW,LOFTHOUSE/STW,359,STW,1,06/07/2020,0.02,0.01264,0,0
BLACKBURN MEADOWS/STW,LONG LANE/STW,360,STF/T,2,06/07/2020,3.14,1.57,1,0
BRADFORD ESHOLT/NO 2 STW,LONG MARSTON/STW,361,STW,1,06/07/2020,0.074,0.046768,0,0
HULL/STW,LONG RISTON NORTH/STW,362,STW,1,06/07/2020,0.104,0.065728,0,0
BRADFORD ESHOLT/NO 2 STW,LOTHERSDALE/STW,363,STW,1,06/07/2020,0.044,0.027808,0,0
BRADFORD ESHOLT/NO 2 STW,LOVESOME HILL/STW,364,STW,1,06/07/2020,0.02,0.01264,0,0
KNOSTROP/STW,LOW COMMON/STW,365,STW,1,06/07/2020,0.01,0.00632,0,0
LUNDWOOD/STW,LUNDWOOD/STW,366,STC,4,06/07/2020,12,5.666,3.1,0
BRADFORD ESHOLT/NO 2 STW,MALHAM/NO 2 STW,367,STW,1,06/07/2020,0.032,0.020224,0,0
YORK NABURN/STW,MALTON/STW,368,STF/T,2,06/07/2020,6.96,1.62,4,0
HULL/STW,MANOR HOUSE/STW,369,STW,1,06/07/2020,0.02,0.01264,0,0
YORK NABURN/STW,MARKET WEIGHTON/NO 2 STW,370,STF/T,2,06/07/2020,1.04,0.52,1,0
BRADFORD ESHOLT/NO 2 STW,MARKINGTON/STW,371,STW,1,06/07/2020,0.084,0.053088,0,0
BRADFORD ESHOLT/NO 2 STW,MARSKE/STW,372,STW,1,06/07/2020,0.006,0.003792,0,0
BRADFORD ESHOLT/NO 2 STW,MARTON LE MOOR/STW,373,STW,1,06/07/2020,0.026,0.016432,0,0
YORK NABURN/STW,MARTON/STW,374,STW,1,06/07/2020,0.008,0.005056,0,0
BRADFORD ESHOLT/NO 2 STW,MASHAM/STW,375,STW,1,06/07/2020,0.398,0.251536,0,0
BRADFORD ESHOLT/NO 2 STW,MAUNBY/STW,376,STW,1,06/07/2020,0.12,0.07584,0,0
YORK NABURN/STW,MELBOURNE/STW,377,STW,1,06/07/2020,0.378,0.238896,0,0
HUDDERSFIELD/NO 2 STF,MELTHAM/STW,378,STW,1,06/07/2020,1.116,0.705312,0,0
SANDALL/STW,MELTON COLLEGE/STW,379,STW,1,06/07/2020,0.562,0.355184,0,0
HULL/STW,MELTON/STW,380,STW,1,06/07/2020,1.734,1.095888,0,0
ALDWARKE/STW,MEXBORO SWINTON/STW,381,STF/T,2,06/07/2020,2.482,1.241,1,0
YORK NABURN/STW,MICKLEBY/STW,382,STW,1,06/07/2020,0.018,0.011376,0,0
KNOSTROP/STW,MICKLEFIELD/NO 2 STW,383,STW,1,06/07/2020,0.276,0.174432,0,0
BRADFORD ESHOLT/NO 2 STW,MIDDLESMOOR/STW,384,STW,1,06/07/2020,0.012,0.007584,0,0
BRADFORD ESHOLT/NO 2 STW,MIDDLETON QUERNHOW/STW,385,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,MIDDLETON TYAS/NO 2 STW,386,STW,1,06/07/2020,0.09,0.05688,0,0
HULL/STW,MIDDLETON WOLDS/STW,387,STW,1,06/07/2020,0.11,0.06952,0,0
LUNDWOOD/STW,MIDHOPESTONES/STW,388,STW,1,06/07/2020,0.002,0.001264,0,0
LUNDWOOD/STW,MONKTON COLLIERY/NO 2 STW,389,STW,1,06/07/2020,0.002,0.001264,0,0
YORK NABURN/STW,MOOR MONKTON/STW,390,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,MOORCOCK INN/STW,391,STW,1,06/07/2020,0.108,0.068256,0,0
BRADFORD ESHOLT/NO 2 STW,MORTON ON SWALE/STW,392,STW,1,06/07/2020,0.014,0.008848,0,0
BRADFORD ESHOLT/NO 2 STW,MOULTON/STW,393,STW,1,06/07/2020,0.014,0.008848,0,0
BRADFORD ESHOLT/NO 2 STW,MUKER/NO 2 STW,394,STW,1,06/07/2020,0.016,0.010112,0,0
BRADFORD ESHOLT/NO 2 STW,MYTON ON SWALE/NO 2 STW,395,STW,1,06/07/2020,0.01,0.00632,0,0
HULL/STW,NAFFERTON/STW,396,STW,1,06/07/2020,0.36,0.22752,0,0
HUDDERSFIELD/NO 2 STF,NEILEY/STW,397,STF/D,3,06/07/2020,3.38076921,2.733,0,0
BRADFORD ESHOLT/NO 2 STW,NESFIELD/STW,398,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,NETHER SILTON/STW,399,STW,1,06/07/2020,0.008,0.005056,0,0
HULL/STW,NEW ELLERBY/STW,400,STW,1,06/07/2020,0.026,0.016432,0,0
YORK NABURN/STW,NEWHOLM/STW,401,STW,1,06/07/2020,0.016,0.010112,0,0
BRADFORD ESHOLT/NO 2 STW,NEWSHAM/STW,402,STW,1,06/07/2020,0.04,0.02528,0,0
BRADFORD ESHOLT/NO 2 STW,NEWTON LE WILLOWS/STW,403,STW,1,06/07/2020,0.076,0.048032,0,0
YORK NABURN/STW,NEWTON RAWCLIFFE/STW,404,STW,1,06/07/2020,0.02,0.01264,0,0
LUNDWOOD/STW,NORCROFT/STW,405,STW,1,06/07/2020,0.004,0.002528,0,0
KNOSTROP/STW,NORMANTON/STW,406,STW,1,06/07/2020,6.068,3.834976,0,0
BRADFORD ESHOLT/NO 2 STW,NORTH COWTON/STW,407,STW,1,06/07/2020,0.064,0.040448,0,0
HULL/STW,NORTH DALTON/STW,408,STW,1,06/07/2020,0.044,0.027808,0,0
BRADFORD ESHOLT/NO 2 STW,NORTH DEIGHTON/STW,409,STW,1,06/07/2020,0.218,0.137776,0,0
YORK NABURN/STW,NORTH DUFFIELD/STW,410,STW,1,06/07/2020,0.22,0.13904,0,0
HULL/STW,NORTH FERRIBY/STW,411,STW,1,06/07/2020,0.866,0.547312,0,0
BRADFORD ESHOLT/NO 2 STW,NORTH STAINLEY/STW,412,STW,1,06/07/2020,0.088,0.055616,0,0
BRADFORD ESHOLT/NO 2 STW,NORTHALLERTON/STW,413,STF/T,2,06/07/2020,3.648,0.894,4,0
BRADFORD ESHOLT/NO 2 STW,NORTON LE CLAY/STW,414,STW,1,06/07/2020,0.006,0.003792,0,0
SANDALL/STW,NORTON/NO 2 STW,415,STW,1,06/07/2020,1.322,0.835504,0,0
CALDER VALE/STW,NOTTON RAILWAY/STW,416,STW,1,06/07/2020,0.004,0.002528,0,0
CALDER VALE/STW,NOTTON VILLAGE/STW,417,STW,1,06/07/2020,0.124,0.078368,0,0
BRADFORD ESHOLT/NO 2 STW,NUN MONKTON/STW,418,STW,1,06/07/2020,0.06,0.03792,0,0
HULL/STW,NUNBURNHOLME/NO 3 STW,419,STW,1,06/07/2020,0.008,0.005056,0,0
HULL/STW,OAK COTTAGE/STW,420,STW,1,06/07/2020,0.02,0.01264,0,0
BRADFORD ESHOLT/NO 2 STW,OLD CHAPEL CATTAL/STW,421,STW,1,06/07/2020,0.02,0.01264,0,0
BRADFORD ESHOLT/NO 2 STW,OLD CHAPEL/STW,422,STW,1,06/07/2020,0.02,0.01264,0,0
LUNDWOOD/STW,OLD COTTAGES/STW,423,STW,1,06/07/2020,0.002,0.001264,0,0
HULL/STW,OLD ELLERBY/STW,424,STW,1,06/07/2020,0.01,0.00632,0,0
HULL/STW,OLD FARM CLOSE/STW,425,STW,1,06/07/2020,0.02,0.01264,0,0
OLD WHITTINGTON/STW,OLD WHITTINGTON/STW,426,STC,4,06/07/2020,18.5,7.992,6.2,0
YORK NABURN/STW,OLDSTEAD/STW,427,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,ORNHAMS/STW,428,STW,1,06/07/2020,0.02,0.01264,0,0
BRADFORD ESHOLT/NO 2 STW,OSMOTHERLEY/STW,429,STW,1,06/07/2020,0.064,0.040448,0,0
BRADFORD ESHOLT/NO 2 STW,OSMOTHERLEY/WTW STW,430,STW,1,06/07/2020,0.02,0.01264,0,0
YORK NABURN/STW,OSWALDKIRK/STW,431,STW,1,06/07/2020,0.028,0.017696,0,0
BRADFORD ESHOLT/NO 2 STW,OTLEY/STW,432,STW,1,06/07/2020,2.422,1.530704,0,0
HULL/STW,OTTRINGHAM/STW,433,STW,1,06/07/2020,0.052,0.032864,0,0
BRADFORD ESHOLT/NO 2 STW,OUGHTERSHAW/STW,434,STW,1,06/07/2020,0.002,0.001264,0,0
YORK NABURN/STW,OULSTON/STW,435,STW,1,06/07/2020,0.01,0.00632,0,0
BRADFORD ESHOLT/NO 2 STW,OVER SILTON/STW,436,STW,1,06/07/2020,0.008,0.005056,0,0
BRADFORD ESHOLT/NO 2 STW,OXENHOPE/NO 2 STW,437,STW,1,06/07/2020,0.296,0.187072,0,0
BRADFORD ESHOLT/NO 2 STW,PATELEY BRIDGE/STW,438,STW,1,06/07/2020,0.31,0.19592,0,0
HULL/STW,PATRINGTON/STW,439,STW,1,06/07/2020,0.354,0.223728,0,0
YORK NABURN/STW,PICKERING/STW,440,STW,1,06/07/2020,1.12,0.70784,0,0
HUDDERSFIELD/NO 2 STF,PICKWOOD SCAR/STW,441,STW,1,06/07/2020,0.002,0.001264,0,0
YORK NABURN/STW,POCKLINGTON/STW,442,STW,1,06/07/2020,1.564,0.988448,0,0
BRADFORD ESHOLT/NO 2 STW,POOL/STW,443,STW,1,06/07/2020,0.612,0.386784,0,0
BRADFORD ESHOLT/NO 2 STW,PRESTON UNDER SCAR/STW,444,STW,1,06/07/2020,0.024,0.015168,0,0
DEWSBURY/STW,QUAKER BOTTOM/STW,445,STW,1,06/07/2020,0.004,0.002528,0,0
BRADFORD ESHOLT/NO 2 STW,RAINTON/STW,446,STW,1,06/07/2020,0.05,0.0316,0,0
BRADFORD ESHOLT/NO 2 STW,RASKELF/STW,447,STW,1,06/07/2020,0.056,0.035392,0,0
ALDWARKE/STW,RAVENFIELD/STW,448,STW,1,06/07/2020,0.032,0.020224,0,0
HULL/STW,RAVENSCAR/STW,449,STW,1,06/07/2020,0.018,0.011376,0,0
BRADFORD ESHOLT/NO 2 STW,RAVENSWORTH/STW,450,STW,1,06/07/2020,0.03,0.01896,0,0
KNOSTROP/STW,RAWCLIFFE BANKSIDE/STW,451,STW,1,06/07/2020,0.056,0.035392,0,0
KNOSTROP/STW,RAWCLIFFE COTTAGE/STW,452,STW,1,06/07/2020,0.006,0.003792,0,0
YORK NABURN/STW,RAWCLIFFE YORK/STW,453,STF/T,2,06/07/2020,3.778,1.889,1,0
HUDDERSFIELD/NO 2 STF,REDACRE/NO 2 STW,454,STW,1,06/07/2020,1.09,0.68888,0,0
BLACKBURN MEADOWS/STW,REDMIRES/NO 1 STW,455,STW,1,06/07/2020,0.002,0.001264,0,0
BRADFORD ESHOLT/NO 2 STW,REETH/STW,456,STW,1,06/07/2020,0.094,0.059408,0,0
BRIDLINGTON/STW,REIGHTON/STW,457,STW,1,06/07/2020,0.052,0.032864,0,0
BLACKBURN MEADOWS/STW,RENISHAW/STW,458,STW,1,06/07/2020,0.394,0.249008,0,0
BRADFORD ESHOLT/NO 2 STW,RICHMOND/STW,459,STW,1,06/07/2020,1.178,0.744496,0,0
YORK NABURN/STW,RILLINGTON/STW,460,STW,1,06/07/2020,0.176,0.111232,0,0
BRADFORD ESHOLT/NO 2 STW,RIPON/NO 2 STW,461,STF/D,3,06/07/2020,13.59245993,1.23,7.75,0
HUDDERSFIELD/NO 2 STF,RIPPONDEN/STW,462,STW,1,06/07/2020,0.71,0.44872,0,0
BLACKBURN MEADOWS/STW,RIVELIN/STW,463,STW,1,06/07/2020,0.004,0.002528,0,0
BRADFORD ESHOLT/NO 2 STW,ROMANBY/STW,464,STW,1,06/07/2020,0.832,0.525824,0,0
HULL/STW,ROOS/NO 2 STW,465,STW,1,06/07/2020,0.136,0.085952,0,0
YORK NABURN/STW,ROSEDALE ABBEY/STW,466,STW,1,06/07/2020,0.052,0.032864,0,0
YORK NABURN/STW,ROSEDALE/STW,467,STW,1,06/07/2020,0.016,0.010112,0,0
BRIDLINGTON/STW,RUDSTON/NO 2 STW,468,STW,1,06/07/2020,0.006,0.003792,0,0
YORK NABURN/STW,RUFFORTH/STW,469,STW,1,06/07/2020,0.156,0.098592,0,0
HULL/STW,RUSTON PARVA/STW,470,STW,1,06/07/2020,0.008,0.005056,0,0
YORK NABURN/STW,RYTHER/STW,471,STW,1,06/07/2020,0.002,0.001264,0,0
HUDDERSFIELD/NO 2 STF,SALTERHEBBLE/STW,472,STW,1,06/07/2020,0.02,0.01264,0,0
YORK NABURN/STW,SAND HUTTON/STW,473,STW,1,06/07/2020,0.022,0.013904,0,0
SANDALL/STW,SANDALL/STW,474,STC,4,06/07/2020,14.5,6.184,6.2,0
HUDDERSFIELD/NO 2 STF,SANDY LANE/STW,475,STW,1,06/07/2020,0.004,0.002528,0,0
BRADFORD ESHOLT/NO 2 STW,SAWLEY/STW,476,STW,1,06/07/2020,0.022,0.013904,0,0
HUDDERSFIELD/NO 2 STF,SCAMMONDEN/STW,477,STW,1,06/07/2020,0.01,0.00632,0,0
HULL/STW,SCARBOROUGH/STW,478,STF/D,3,06/07/2020,13.4804297,4.022,4.65,0
DEWSBURY/STW,SCOUT DIKE/STW,479,STW,1,06/07/2020,0.006,0.003792,0,0
YORK NABURN/STW,SCRAYINGHAM/STW,480,STW,1,06/07/2020,0.012,0.007584,0,0
BRADFORD ESHOLT/NO 2 STW,SCRUTON/STW,481,STW,1,06/07/2020,0.052,0.032864,0,0
HULL/STW,SEAMER/STW,482,STW,1,06/07/2020,3.338,2.109616,0,0
CALDER VALE/STW,SECKAR/STW,483,STW,1,06/07/2020,0.008,0.005056,0,0
BRADFORD ESHOLT/NO 2 STW,SEDBUSK/STW,484,STW,1,06/07/2020,0.014,0.008848,0,0
KNOSTROP/STW,SELBY BARLOW/NO 2 STW,485,STW,1,06/07/2020,0.086,0.054352,0,0
YORK NABURN/STW,SELBY/STW,486,STF/D,3,06/07/2020,3.122994129,1.488,0,0
YORK NABURN/STW,SETTRINGTON/STW,487,STW,1,06/07/2020,0.07,0.04424,0,0
BRADFORD ESHOLT/NO 2 STW,SHAW MILLS/STW,488,STW,1,06/07/2020,0.082,0.051824,0,0
BRADFORD ESHOLT/NO 2 STW,SHAY GRANGE/STW,489,STW,1,06/07/2020,0.002,0.001264,0,0
KNOSTROP/STW,SHERBURN IN ELMET/STW,490,STW,1,06/07/2020,2.044,1.291808,0,0
YORK NABURN/STW,SHERBURN/STW,491,STW,1,06/07/2020,0.112,0.070784,0,0
YORK NABURN/STW,SHERIFF HUTTON/STW,492,STW,1,06/07/2020,0.12,0.07584,0,0
YORK NABURN/STW,SHIPTON/NO 2 STW,493,STW,1,06/07/2020,0.118,0.074576,0,0
LUNDWOOD/STW,SILKSTONE/STW,494,STW,1,06/07/2020,0.454,0.286928,0,0
BRADFORD ESHOLT/NO 2 STW,SINDERBY/STW,495,STW,1,06/07/2020,0.074,0.046768,0,0
YORK NABURN/STW,SINNINGTON/STW,496,STW,1,06/07/2020,0.044,0.027808,0,0
HULL/STW,SKEFFLING/STW,497,STW,1,06/07/2020,0.01,0.00632,0,0
BRADFORD ESHOLT/NO 2 STW,SKELTON/STW,498,STW,1,06/07/2020,0.042,0.026544,0,0
HULL/STW,SKIDBY/STW,499,STW,1,06/07/2020,0.288,0.182016,0,0
BRIDLINGTON/STW,SKIPSEA/STW,500,STW,1,06/07/2020,0.466,0.294512,0,0
BRADFORD ESHOLT/NO 2 STW,SKIPTON ON SWALE/STW,501,STW,1,06/07/2020,0.004,0.002528,0,0
BRADFORD ESHOLT/NO 2 STW,SKIPTON/STW,502,STF/D,3,06/07/2020,3.481013009,1.522,2,0
HULL/STW,SLEDMERE/STW,503,STW,1,06/07/2020,0.024,0.015168,0,0
YORK NABURN/STW,SLINGSBY/NO 2 STW,504,STW,1,06/07/2020,0.09,0.05688,0,0
KNOSTROP/STW,SNAITH/STW,505,STW,1,06/07/2020,1.32,0.83424,0,0
BRADFORD ESHOLT/NO 2 STW,SNAPE/STW,506,STW,1,06/07/2020,0.042,0.026544,0,0
HULL/STW,SOUTH DALTON/STW,507,STW,1,06/07/2020,0.016,0.010112,0,0
KNOSTROP/STW,SOUTH ELMSALL/STW,508,STW,1,06/07/2020,4.211782939,2.323,0,0
BRADFORD ESHOLT/NO 2 STW,SPENNITHORNE/STW,509,STW,1,06/07/2020,0.026,0.016432,0,0
YORK NABURN/STW,SPROXTON/STW,510,STW,1,06/07/2020,0.014,0.008848,0,0
OLD WHITTINGTON/STW,STAINSBY/STW,511,STW,1,06/07/2020,0.006,0.003792,0,0
YORK NABURN/STW,STAMFORD BRIDGE/NO 2 STW,512,STW,1,06/07/2020,0.732,0.462624,0,0
KNOSTROP/STW,STANLEY/STW,513,STW,1,06/07/2020,2.734,1.727888,0,0
